rollout/ep_rew_mean,time/total_timesteps
-129.72624321587253,0.0
-11.81211001916398,5025.125628140703
30.061809211659824,10050.251256281406
378.2930221284565,15075.376884422109
841.822601119519,20100.502512562813
899.00493190897,25125.628140703517
934.3595156296615,30150.753768844217
845.5674637295455,35175.87939698492
992.6626401190154,40201.005025125625
1097.0082853196,45226.13065326633
1175.4240492312938,50251.25628140703
1149.695972446347,55276.38190954774
1125.7802746199834,60301.507537688434
1192.5959619457249,65326.63316582914
1202.3745361294946,70351.75879396984
1238.1385934766913,75376.88442211055
1278.3997799600922,80402.01005025125
1268.5566526054458,85427.13567839195
1247.5668787243624,90452.26130653266
1317.4036992810557,95477.38693467336
1375.7820182573855,100502.51256281407
1352.3389805764477,105527.63819095476
1437.6924713780732,110552.76381909547
1403.386732558784,115577.88944723617
1433.1906997341925,120603.01507537687
1415.476954031564,125628.14070351758
1451.3321216963395,130653.26633165828
1402.7083750003753,135678.391959799
1454.8565085932182,140703.51758793968
1423.5269441777295,145728.64321608038
1469.778611045383,150753.7688442211
1496.9695652935093,155778.8944723618
1547.4153851314038,160804.0201005025
1551.3129234851544,165829.1457286432
1580.9535278046367,170854.2713567839
1598.3825495774108,175879.39698492462
1610.0778455696204,180904.52261306532
1615.4981511807234,185929.648241206
1640.6036753497297,190954.7738693467
1660.491930598233,195979.89949748744
1634.414524878645,201005.02512562813
1657.1069732701394,206030.15075376883
1659.5817836562267,211055.27638190953
1667.2330319070134,216080.40201005022
1693.7281191934776,221105.52763819095
1672.055279711862,226130.65326633165
1688.1790830643354,231155.77889447234
1671.9569361212793,236180.90452261304
1715.9724662305434,241206.03015075374
1681.136454816174,246231.15577889446
1729.503877501355,251256.28140703516
1746.8272769148068,256281.40703517586
1777.0685635455993,261306.53266331655
1774.6154864849755,266331.6582914573
1783.6965379761034,271356.783919598
1825.291915455748,276381.9095477387
1826.6737258608125,281407.03517587937
1834.386516534491,286432.16080402007
1843.0965753397534,291457.28643216076
1805.8797606683377,296482.41206030146
1816.2427152237804,301507.5376884422
1857.0073191308315,306532.6633165829
1847.2634547199555,311557.7889447236
1866.5019255128166,316582.9145728643
1879.136403453584,321608.040201005
1887.6344536347053,326633.1658291457
1886.0952393559878,331658.2914572864
1894.9456494418569,336683.4170854271
1927.3796623381,341708.5427135678
1927.2087926211746,346733.66834170854
1901.031661966544,351758.79396984924
1923.5543075849826,356783.91959798994
1925.380593537569,361809.04522613063
1914.03693403123,366834.17085427133
1946.7560357083694,371859.296482412
1935.987102344438,376884.4221105527
1962.9932989401354,381909.5477386934
1954.4442979069343,386934.6733668341
1926.3701153105928,391959.7989949749
1971.5999267886305,396984.92462311557
1983.1196821197386,402010.05025125627
1978.6502366361487,407035.17587939696
1996.2864566751352,412060.30150753766
2014.7816060083958,417085.42713567836
2012.464192254125,422110.55276381905
2006.8771576394997,427135.67839195975
2011.326145780921,432160.80402010045
2049.310391926397,437185.9296482412
