rollout/ep_rew_mean,time/total_timesteps
-101.56473590673048,0.0
-66.65806130986333,5025.125628140703
-26.122347450288242,10050.251256281406
-108.62601936896381,15075.376884422109
-80.84580291753721,20100.502512562813
-44.93219559382957,25125.628140703517
-49.53271320337342,30150.753768844217
-131.6167605890934,35175.87939698492
-17.30866536291294,40201.005025125625
-26.33265871161413,45226.13065326633
-34.61549926492818,50251.25628140703
56.107936528039794,55276.38190954774
96.65355159155926,60301.507537688434
-4.062010223663138,65326.63316582914
5.9239475705956,70351.75879396984
94.33044858048768,75376.88442211055
155.38578342432805,80402.01005025125
177.26817280255642,85427.13567839195
116.66713651110899,90452.26130653266
151.42274382174136,95477.38693467336
92.93733941699132,100502.51256281407
117.63921896909406,105527.63819095476
181.4528611033951,110552.76381909547
72.0529470708646,115577.88944723617
133.4800111666844,120603.01507537687
160.9927922783666,125628.14070351758
231.73184695790837,130653.26633165828
160.64985598104417,135678.391959799
220.30409519226788,140703.51758793968
203.65891089151387,145728.64321608038
187.28961850435581,150753.7688442211
193.26960214379625,155778.8944723618
218.95189665608868,160804.0201005025
202.40380060633407,165829.1457286432
152.07309711389374,170854.2713567839
194.99594113949655,175879.39698492462
152.07202154003193,180904.52261306532
170.896643238294,185929.648241206
196.9350999598199,190954.7738693467
228.69154123051135,195979.89949748744
241.1529760675237,201005.02512562813
189.86555255116534,206030.15075376883
253.7976629174554,211055.27638190953
214.83339408260343,216080.40201005022
93.62389853768823,221105.52763819095
210.36058517820575,226130.65326633165
257.6227712122399,231155.77889447234
228.93438384445966,236180.90452261304
257.4880312090791,241206.03015075374
264.62079036988763,246231.15577889446
247.52827517740525,251256.28140703516
234.28334845189906,256281.40703517586
223.8211583934837,261306.53266331655
224.35413265756205,266331.6582914573
265.97708123535864,271356.783919598
252.43627167384344,276381.9095477387
261.2385174588238,281407.03517587937
273.1356956854253,286432.16080402007
190.41482592913945,291457.28643216076
234.64860292799818,296482.41206030146
250.24028615428202,301507.5376884422
262.19031904426686,306532.6633165829
243.89918481296212,311557.7889447236
268.74109511737095,316582.9145728643
254.82395570206495,321608.040201005
265.99747463547976,326633.1658291457
271.3254377313671,331658.2914572864
280.17182755857175,336683.4170854271
275.4710577026764,341708.5427135678
243.4983131068302,346733.66834170854
278.2008294734039,351758.79396984924
271.332140830085,356783.91959798994
272.1596016064465,361809.04522613063
282.22718690181944,366834.17085427133
274.8753937104406,371859.296482412
277.32348805454416,376884.4221105527
273.4621315749072,381909.5477386934
282.9582559861607,386934.6733668341
270.87445959330745,391959.7989949749
279.605032692545,396984.92462311557
282.9038161750199,402010.05025125627
278.84952789463773,407035.17587939696
277.9448370337141,412060.30150753766
277.4012984475071,417085.42713567836
271.31780848481964,422110.55276381905
282.3569613579255,427135.67839195975
272.81351690575286,432160.80402010045
285.47283726151215,437185.9296482412
283.18035998560026,442211.0552763819
268.8899004097933,447236.1809045226
278.4259480525634,452261.3065326633
276.7715563778802,457286.432160804
260.82485254287286,462311.5577889447
284.7143023251036,467336.6834170854
281.66975707426866,472361.8090452261
286.5325958201523,477386.9346733668
278.00632812067346,482412.0603015075
278.87745125827814,487437.1859296482
276.53613931028883,492462.3115577889
272.1791210301213,497487.4371859296
271.390369959851,502512.5628140703
278.24184875620506,507537.688442211
282.29605254152193,512562.8140703517
271.3014744716453,517587.9396984924
280.0133858733062,522613.0653266331
277.9223269382993,527638.1909547738
276.92025821127515,532663.3165829146
249.16347739367603,537688.4422110552
266.25428475129223,542713.567839196
284.0128878876526,547738.6934673366
281.15467636067103,552763.8190954773
269.74795881535294,557788.9447236181
272.81903787291856,562814.0703517587
268.3329111530457,567839.1959798995
278.15046405600754,572864.3216080401
280.0788077606573,577889.4472361809
287.513314383939,582914.5728643215
263.377600391845,587939.6984924623
272.06097463961635,592964.8241206029
294.13007836566277,597989.9497487437
281.6778436154872,603015.0753768844
277.5897947634757,608040.2010050251
276.5910095452888,613065.3266331658
286.03867491206097,618090.4522613065
273.42509787053143,623115.5778894472
281.4649524379021,628140.7035175879
276.61669104433935,633165.8291457286
295.75713773785446,638190.9547738692
283.39384108297037,643216.08040201
288.17916065997184,648241.2060301508
281.56473006174923,653266.3316582914
287.55707060103566,658291.4572864322
279.1419970517811,663316.5829145728
277.57612586874126,668341.7085427135
282.44983289367707,673366.8341708542
283.001762693563,678391.9597989949
277.0327031950537,683417.0854271356
280.07459825918596,688442.2110552763
288.8085148605327,693467.3366834171
270.6315854728012,698492.4623115577
284.14941762219564,703517.5879396985
288.97253185425967,708542.7135678391
284.02526162802457,713567.8391959799
261.68475871936835,718592.9648241205
276.7872389800518,723618.0904522613
281.4611296091998,728643.2160804019
281.0889420930439,733668.3417085427
278.66152395340333,738693.4673366834
290.67313367800733,743718.592964824
278.41941391237174,748743.7185929648
273.00923645786946,753768.8442211054
283.1543011176291,758793.9698492462
278.8034423307426,763819.0954773868
284.15859383407366,768844.2211055276
282.2879858613084,773869.3467336682
288.3938353482153,778894.472361809
281.17260969679944,783919.5979899497
289.3896338301087,788944.7236180904
294.88387653863725,793969.8492462311
271.84110179144875,798994.9748743718
293.5970625501047,804020.1005025125
279.87925702082083,809045.2261306532
270.7499222769351,814070.3517587939
283.4999018848706,819095.4773869346
274.22696858536193,824120.6030150753
274.5915097218823,829145.7286432161
277.47832293562993,834170.8542713567
275.3674355307174,839195.9798994975
292.7675394779607,844221.1055276381
289.9127957061195,849246.2311557789
294.59818904268684,854271.3567839195
285.7689411159873,859296.4824120603
275.47719283531313,864321.6080402009
286.62349306554677,869346.7336683417
279.8530860166799,874371.8592964824
273.9196208658283,879396.984924623
275.162254904399,884422.1105527638
275.2890320160768,889447.2361809044
275.1875917557535,894472.3618090452
277.5605247385664,899497.4874371858
289.0692298725137,904522.6130653266
267.1632066300414,909547.7386934672
269.7285447379958,914572.864321608
289.33990905727603,919597.9899497487
287.5518337812772,924623.1155778894
275.8300844939782,929648.2412060301
288.7507015402074,934673.3668341708
277.3842456343847,939698.4924623115
269.878204522691,944723.6180904522
293.26813491724266,949748.7437185929
278.3026553340957,954773.8693467336
281.69568857498507,959798.9949748743
281.76291233179234,964824.120603015
289.086392023551,969849.2462311557
271.4979293032573,974874.3718592965
272.8372145771401,979899.4974874371
278.91190433240723,984924.6231155779
281.5412047342844,989949.7487437185
283.54332255542147,994974.8743718592
292.43963696508433,1000000.0
