rollout/ep_rew_mean,time/total_timesteps
309.21743351849506,0.0
265.0535616249243,5025.125628140703
345.72738080444026,10050.251256281406
422.77583725266095,15075.376884422109
338.2517312506077,20100.502512562813
437.99475570176446,25125.628140703517
381.892949700671,30150.753768844217
361.7622233715239,35175.87939698492
386.27661065928334,40201.005025125625
461.5078765714446,45226.13065326633
383.3869222178351,50251.25628140703
399.7804349302922,55276.38190954774
643.164139779574,60301.507537688434
523.3548215709757,65326.63316582914
540.561278404427,70351.75879396984
586.7833921766652,75376.88442211055
528.1910335390419,80402.01005025125
528.0335662023717,85427.13567839195
613.462361963245,90452.26130653266
481.93176985658647,95477.38693467336
503.3095146289044,100502.51256281407
632.4946369585552,105527.63819095476
673.7460221409069,110552.76381909547
620.1414240283071,115577.88944723617
532.1223459534291,120603.01507537687
573.9216931083562,125628.14070351758
747.5537972552835,130653.26633165828
705.501183113456,135678.391959799
721.1004840353545,140703.51758793968
612.2315469817004,145728.64321608038
717.2847355680653,150753.7688442211
709.2267688909549,155778.8944723618
668.6532243401748,160804.0201005025
854.8167770735257,165829.1457286432
793.132649075859,170854.2713567839
1075.4186310577734,175879.39698492462
917.6431199653705,180904.52261306532
952.1126372578408,185929.648241206
983.0464995934374,190954.7738693467
1058.5058710352394,195979.89949748744
1986.152118146923,201005.02512562813
1256.3522954166149,206030.15075376883
1691.0486978590532,211055.27638190953
2163.997108531759,216080.40201005022
1366.0044477262222,221105.52763819095
1337.9916346692924,226130.65326633165
1832.9812147083326,231155.77889447234
1726.738043607626,236180.90452261304
2096.9389787938576,241206.03015075374
2016.1648679870855,246231.15577889446
1486.8230393337258,251256.28140703516
2014.7077362943062,256281.40703517586
2641.282356681667,261306.53266331655
3163.6765244210656,266331.6582914573
1557.3612909842145,271356.783919598
2513.173516066617,276381.9095477387
2555.8801865566807,281407.03517587937
4053.416178794473,286432.16080402007
2620.1375344642274,291457.28643216076
2861.5131302304935,296482.41206030146
4201.773545977854,301507.5376884422
4214.370752280977,306532.6633165829
3039.8466470306284,311557.7889447236
3174.637669121938,316582.9145728643
2265.015821637705,321608.040201005
2302.8771504708284,326633.1658291457
3918.5865831477154,331658.2914572864
4698.975712764679,336683.4170854271
3869.6005505654975,341708.5427135678
4729.841229039911,346733.66834170854
4686.135863786102,351758.79396984924
5078.017752350668,356783.91959798994
3537.3455777398244,361809.04522613063
4217.399723881152,366834.17085427133
1636.2336814887592,371859.296482412
4850.418291424758,376884.4221105527
4886.426294619159,381909.5477386934
3927.6530839135767,386934.6733668341
4822.548328279104,391959.7989949749
3906.5268137615485,396984.92462311557
4179.387204859406,402010.05025125627
3829.2888255298444,407035.17587939696
3689.848794807987,412060.30150753766
4654.790068885306,417085.42713567836
4744.399574958065,422110.55276381905
3766.5242553928706,427135.67839195975
3681.14896540224,432160.80402010045
3502.814969915692,437185.9296482412
5164.197349491664,442211.0552763819
4457.306790386488,447236.1809045226
3554.32749472476,452261.3065326633
2376.3355048059902,457286.432160804
5256.611274277734,462311.5577889447
2333.1176325737147,467336.6834170854
3592.703333781232,472361.8090452261
4910.37893365235,477386.9346733668
4910.8230084435145,482412.0603015075
4039.873011984473,487437.1859296482
3041.8919255504916,492462.3115577889
2016.3872396621948,497487.4371859296
2389.9894041509,502512.5628140703
3687.6491941150043,507537.688442211
2550.8832254490217,512562.8140703517
5040.297979133315,517587.9396984924
3679.78727308978,522613.0653266331
4056.2144166763305,527638.1909547738
4873.303927424868,532663.3165829146
4460.142672203378,537688.4422110552
5187.7098612623795,542713.567839196
4174.53307547558,547738.6934673366
4876.611494582582,552763.8190954773
5075.577633937006,557788.9447236181
5388.759829390098,562814.0703517587
4614.600189096991,567839.1959798995
4763.870522589645,572864.3216080401
3836.52797994183,577889.4472361809
4673.691489714052,582914.5728643215
4610.11097491261,587939.6984924623
3940.88013587569,592964.8241206029
4736.221294873162,597989.9497487437
4892.912838155452,603015.0753768844
4468.077887851752,608040.2010050251
4467.557187448092,613065.3266331658
3674.366733576405,618090.4522613065
4168.11180531851,623115.5778894472
4817.980154257378,628140.7035175879
5089.15324721726,633165.8291457286
4620.318545581118,638190.9547738692
4927.693124526115,643216.08040201
4604.304758889576,648241.2060301508
5331.594633346798,653266.3316582914
4899.967891785131,658291.4572864322
5375.118659928348,663316.5829145728
4736.724070532242,668341.7085427135
4551.646998584664,673366.8341708542
5098.17164319647,678391.9597989949
